location,category,itemname,open_qty,qty_in_stock,cost_price,selling_price,totalcost
"MODERN DREAM A","ACCESSORIES","GLOBE LIGHT 1941-1S",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","GLOBE LIGHT 250MM GOLDEN 1927/1W",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","GLOBE LIGHT 250MM PLAIN",0,0,150.00,150.00,0.00
"MODERN DREAM A","ACCESSORIES","GLOBE LIGHT DESIGN 1831/1836",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","GLOBE LIGHT DESIGN SMALL",0,0,0.00,130.00,0.00
"MODERN DREAM A","ACCESSORIES","GLOBE LIGHT JM 1827",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","GLOBE LIGHT JM 1847-1S",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","GLOBE LIGHT JM 1893-1S",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","GLOBE LIGHT JM 2020-1S",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","GLOBE LIGHT JM-1823-1S 250MM",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","GLOBE LIGHT JM-1830-1S",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","GLOBE LIGHT MOUNTAIN DESIGN",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","GLOBE LIGHT MOUNTAIN)",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","GLOBE LIGHT OPAQUE 150W",0,46,60.00,60.00,0.00
"MODERN DREAM A","ACCESSORIES","GLOBE LIGHT OPAQUE 250MM",0,0,150.00,150.00,0.00
"MODERN DREAM A","ACCESSORIES","GLOBE LIGHT OPAQUE 300M",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","GLOBE LIGHT PLAIN 300MM",0,0,250.00,250.00,0.00
"MODERN DREAM A","ACCESSORIES","GLOBE LIGHT ROUND BASKET",0,2,150.00,150.00,0.00
"MODERN DREAM A","ACCESSORIES","GLOBE LIGHT ROUND DESIGN B/S",0,-2,160.00,160.00,0.00
"MODERN DREAM A","ACCESSORIES","GLOBE LITE  OPAQUE 200MM",0,34,100.00,100.00,0.00
"MODERN DREAM A","ACCESSORIES","GLOBE LITE  OPAQUE 250MM",0,0,150.00,150.00,0.00
"MODERN DREAM A","ACCESSORIES","GLUE",0,0,45.00,45.00,0.00
"MODERN DREAM A","ACCESSORIES","GM TV & DATA SOCK",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","GM TV & SATELITE SOCK",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","GOODSTAR LED BULB 5W",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","GOODSTAR LED BULB 7W",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","GU-10 7W LED BULB(WM)",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","GU10 HOLDERS",0,21,4.00,4.00,0.00
"MODERN DREAM A","ACCESSORIES","GU10 LED BULB V-MAX",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","GU10 LED SPOTLIGHT BULB 5W",0,231,15.00,15.00,0.00
"MODERN DREAM A","ACCESSORIES","GU10 SPOT LIGHT BULB V-MAX(WH)",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","GU10(WM) DOWNABLE FSL",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HAGER RCB BREAKER 40A  2P",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HALF MOON CORNER LIGHT",0,7,70.00,70.00,0.00
"MODERN DREAM A","ACCESSORIES","HALLOGEN CADLE COLOUR B-15 25W",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HALLOGEN R53 25W OSRAM",0,0,0.00,15.00,0.00
"MODERN DREAM A","ACCESSORIES","HALLOGEN R63 BULB 40W E27",0,33,15.00,15.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN  ONION 100W  PILA",0,0,8.00,8.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN  ONION E14 40W OSRAM",0,100,10.00,10.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN 10W LED BULB",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN BULB 12V GU-10 VETO",0,133,18.00,18.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN BULB 50W GU10",0,0,18.00,18.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN BULB 50W GU10 12V",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN BULB 60W TUNGSRAM",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN BULB DIRECT GU-10",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN BULB E12 40W L&P",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN BULB SPOT LIGHT GU10 VETO",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN CAPSULES BULB G9",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN E14 25W TUNGSRAM",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN G9 CAPSULE PHILLIPS",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN GU10 TERSEN",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN LAMP 500W TUNGSRAM",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN LED BULB E27 PAL 30W",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN MR-11 12V 35W",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN MR16 50W VETO",0,0,15.00,15.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN ONION   40W E27",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN ONION  100W-E27 VETO",0,248,15.00,15.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN ONION 60A B22 VETO",0,0,12.00,12.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN ONION 60W E27 VETO",0,-2,13.00,13.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN R50 40W TUNGSRAM",0,0,30.00,30.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN R63 60W",0,0,1.00,1.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN R63 60W EMKAY",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN R80",0,83,25.00,25.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN SPOT LIGHT 50W DG",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HALOGEN TUBE 500W",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HAPPY LED DOTTED 12W",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HAPPY LED FILAMENT BULB 2W",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HAVELL CREW FAN",0,0,600.00,600.00,0.00
"MODERN DREAM A","ACCESSORIES","HAVELL ORBIT FAN",0,0,450.00,450.00,0.00
"MODERN DREAM A","ACCESSORIES","HAVELL RIGA CEILING FAN",0,0,400.00,400.00,0.00
"MODERN DREAM A","ACCESSORIES","HAVELL WAL FAN",0,2,400.00,400.00,0.00
"MODERN DREAM A","ACCESSORIES","HAVELLS 12WAY 3PHASE",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HAVELLS 12WAY SPN",0,0,500.00,500.00,0.00
"MODERN DREAM A","ACCESSORIES","HAVELLS 18W  SINGLE PHACE",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HAVELLS 4WAY 3PHASE",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HAVELLS 6WAY 3PHACE",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HAVELLS 8WAY 3PHASE",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HAVELLS C/O 100A",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HAVELLS C/O 63A",0,0,550.00,550.00,0.00
"MODERN DREAM A","ACCESSORIES","HAVELLS FAN REGULATOR",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HEIGHT 15W LED PENCIL",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HEIGHT 4FT LED DIFFUSER 120W",0,1,150.00,150.00,0.00
"MODERN DREAM A","ACCESSORIES","HEIGHT 4FT LED DIFFUSER 80W",0,0,120.00,120.00,0.00
"MODERN DREAM A","ACCESSORIES","HEIGHT 5W LED BULB",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HIFI 17W LED COND",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HIFI 1G 2W",0,66,18.00,18.00,0.00
"MODERN DREAM A","ACCESSORIES","HIFI 1W COLOURED BULB",0,11,8.00,8.00,0.00
"MODERN DREAM A","ACCESSORIES","HIFI 2 COLOUR OR 2IN1 38W COND",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HIFI 2G",0,8,25.00,25.00,0.00
"MODERN DREAM A","ACCESSORIES","HIFI 3G",0,39,28.00,28.00,0.00
"MODERN DREAM A","ACCESSORIES","HIFI 4G",0,0,50.00,50.00,0.00
"MODERN DREAM A","ACCESSORIES","HIFI DOUBLE SOCKET",0,6,37.00,37.00,0.00
"MODERN DREAM A","ACCESSORIES","HIFI ENERGY 25W",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HIFI EXTEN BOARD",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HIFI LED BULB 7W   COLOURED",0,0,18.00,18.00,0.00
"MODERN DREAM A","ACCESSORIES","HIFI LED DOTTED COLOUR  12W",0,0,10.00,10.00,0.00
"MODERN DREAM A","ACCESSORIES","HIFI LED FILAMENT 6W",0,74,20.00,20.00,0.00
"MODERN DREAM A","ACCESSORIES","HIFI LED FILAMENT 8W",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HIFI LED ONION BULB 1W",0,0,10.00,10.00,0.00
"MODERN DREAM A","ACCESSORIES","HIFI LED ROPE LIGHT 2EYE BLUE",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HIFI LED T5 FIT 4FT COLOURED",0,1,50.00,50.00,0.00
"MODERN DREAM A","ACCESSORIES","HIFI LED WALL LIGHT 2IN1 48W",0,2,120.00,120.00,0.00
"MODERN DREAM A","ACCESSORIES","HIFI SINGLE SOCK",0,27,25.00,25.00,0.00
"MODERN DREAM A","ACCESSORIES","HIFI STARCASE LIGHT 3W",0,0,120.00,120.00,0.00
"MODERN DREAM A","ACCESSORIES","HIGH BAY  100W",0,15,1500.00,1500.00,0.00
"MODERN DREAM A","ACCESSORIES","HIGH BAY 150W",0,14,1800.00,1800.00,0.00
"MODERN DREAM A","ACCESSORIES","HIGH BAY 200W",0,13,2000.00,2000.00,0.00
"MODERN DREAM A","ACCESSORIES","HOME DECO LED WALL LITE",0,4,250.00,250.00,0.00
"MODERN DREAM A","ACCESSORIES","HOPELL LED ROPE LIGHT 2EYE WARM",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HOPELL LED ROPELIGHT 2EYE",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HOPELL LED WALL LIGHT 28W HP-898",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HOPELL LED WALL LIGHT 28W HP-900",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","HOPELL LED WALL LIGHT 28W HP-901",0,0,200.00,200.00,0.00
"MODERN DREAM A","ACCESSORIES","HOPELL LED WALL LIGHT 48W",0,33,80.00,80.00,0.00
"MODERN DREAM A","ACCESSORIES","INCOMER 125A EATON",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","INCOMER OLD TYPE 100A",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","INTERMEDIATE SWITCH HAGER",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","INTERMEDIATE SWITCH MIGEND",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","ISAKI ENERGY BULB",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","ITALIAN GATE LITE PENDING",0,5,0.00,350.00,0.00
"MODERN DREAM A","ACCESSORIES","JUNCTION  150X150X70",0,10,100.00,100.00,0.00
"MODERN DREAM A","ACCESSORIES","JUNCTION  240X190X90",0,0,100.00,100.00,0.00
"MODERN DREAM A","ACCESSORIES","JUNCTION 120X80X50",0,48,30.00,30.00,0.00
"MODERN DREAM A","ACCESSORIES","JUNCTION 150X110",0,4,60.00,60.00,0.00
"MODERN DREAM A","ACCESSORIES","JUNCTION 240X190X125",0,4,150.00,150.00,0.00
"MODERN DREAM A","ACCESSORIES","JUNCTION 300X220X120",0,1,200.00,200.00,0.00
"MODERN DREAM A","ACCESSORIES","JUNCTION 300X220X170",0,3,300.00,300.00,0.00
"MODERN DREAM A","ACCESSORIES","JUNCTION 380X300X120",0,2,400.00,400.00,0.00
"MODERN DREAM A","ACCESSORIES","JUNCTION 380X300X170",0,0,350.00,350.00,0.00
"MODERN DREAM A","ACCESSORIES","JUNCTION 460X380X130",0,0,500.00,500.00,0.00
"MODERN DREAM A","ACCESSORIES","JUNCTION BOX 65X35",0,8,25.00,25.00,0.00
"MODERN DREAM A","ACCESSORIES","JUNCTION BOX 9X9 150X150X70",0,4,100.00,100.00,0.00
"MODERN DREAM A","ACCESSORIES","KEY FOR POWER CARD",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","KLAUS 11W BULB",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","KLAUS 20W BULB",0,3,30.00,30.00,0.00
"MODERN DREAM A","ACCESSORIES","KLAUS 26W BULB",0,1,35.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","KLAUS 35W BULB",0,2,40.00,40.00,0.00
"MODERN DREAM A","ACCESSORIES","KLAUS 9W BULB",0,0,20.00,20.00,0.00
"MODERN DREAM A","ACCESSORIES","KNIFE SWITCH 30A C/O PLASTIC",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","KNIFE SWITCH 60A C/O PLASTIC",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","KSR LED PLASTIC WALL LIGHT 68W",0,0,90.00,90.00,0.00
"MODERN DREAM A","ACCESSORIES","KSR UP/DOWN LED WALL LIGHT 15W",0,0,200.00,200.00,0.00
"MODERN DREAM A","ACCESSORIES","KUAF LED FLOODLIGHT 100W",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","KUAF LED FLOODLIGHT 50W",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","KUAF SOLAR LED FLOODLIGHT 200W",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LAMPHOLDER E27  STRAIGHT",0,42,15.00,15.00,0.00
"MODERN DREAM A","ACCESSORIES","LAMPHOLDER STRAIGHT RR",0,0,25.00,25.00,0.00
"MODERN DREAM A","ACCESSORIES","LANGQI  1G BLACK",0,0,25.00,25.00,0.00
"MODERN DREAM A","ACCESSORIES","LANGQI  1G GOLD",0,0,25.00,25.00,0.00
"MODERN DREAM A","ACCESSORIES","LANGQI  2G GOLD",0,0,30.00,30.00,0.00
"MODERN DREAM A","ACCESSORIES","LANGQI  SINGLE GOLD",0,0,40.00,40.00,0.00
"MODERN DREAM A","ACCESSORIES","LANGQI 2G",0,0,0.00,25.00,0.00
"MODERN DREAM A","ACCESSORIES","LANGQI 3G",0,8,30.00,30.00,0.00
"MODERN DREAM A","ACCESSORIES","LED BALL(ROUND) LIGHT MP3",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED CHOKE 30W C-TORCH",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED CHOKE 36-42",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED CHOKE 42-54",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED CONDUIT 15W NORMAL",0,20,60.00,60.00,0.00
"MODERN DREAM A","ACCESSORIES","LED CONDUIT 18W NORMAL",0,37,70.00,70.00,0.00
"MODERN DREAM A","ACCESSORIES","LED CONDUIT 30W NORMAL",0,15,50.00,50.00,0.00
"MODERN DREAM A","ACCESSORIES","LED DIFFUSER 4FT 80W",0,10,80.00,80.00,0.00
"MODERN DREAM A","ACCESSORIES","LED DOTTED BULB",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED FITTING V-MAX",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED LIGHT NORMAL",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED LIGHT PLASTIC",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED MR16 (WM) FSL",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED MR16 5W FSL",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED MR16 6W FSL",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED MR16 BULB MODI",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED ONION BULB 3W TUNGSRAM",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED PANEL 8W GI",0,0,80.00,80.00,0.00
"MODERN DREAM A","ACCESSORIES","LED PLASTIC WALL 30W LAMBADA",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED RECESS DESIGN 15W",0,0,80.00,80.00,0.00
"MODERN DREAM A","ACCESSORIES","LED SKT BULB B22(WH)",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED SURFACE LIGHT WARM  HALOGEN",0,0,50.00,50.00,0.00
"MODERN DREAM A","ACCESSORIES","LED TRANSFORMER 120W-12V V-MAX",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED TRANSFORMER 120W-12V V-TAC",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED TRANSFORMER 150W-12V V-TAC",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED TRANSFORMER 150W-12V V-TAC(WATERPROOF)",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED TRANSFORMER 200W-12V V-TAC",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED TRANSFORMER 200W-12V V-TAC(WATERPROOF)",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED TRANSFORMER 350W-12V V-TAC",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED TRANSFORMER 500W-12V",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED TRANSFORMER 500W-12V V-TAC",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED TUBE 2FT T8 PHILIPS",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED TUBE T8-26W FSL",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LED WAL LIGHT UP/DOWN",0,0,180.00,180.00,0.00
"MODERN DREAM A","ACCESSORIES","LEGRAND 3P 32A",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LEOMAX 4FT T8 LED FIT",0,60,30.00,30.00,0.00
"MODERN DREAM A","ACCESSORIES","LEOMAX 7W SPOTLIGHT",0,0,30.00,30.00,0.00
"MODERN DREAM A","ACCESSORIES","LEOMAX 8W LED SURFACE",0,0,40.00,40.00,0.00
"MODERN DREAM A","ACCESSORIES","LIGHT 200W DIMMER SCHNEIDER",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LIGHT CONNECTOR 10A",0,50,15.00,15.00,0.00
"MODERN DREAM A","ACCESSORIES","LIGHT DIMMER ASH SCHNEIDER",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LIGHT DIMMER MIGEND",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LITE CONTROLER COLORED(COMPUTER) GUANG JIN",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LOOPING BOX",0,80,4.00,4.00,0.00
"MODERN DREAM A","ACCESSORIES","LUMINARIES FITT MR-16 SVF-149(INNOVA) VETO",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","LY ROPE LIGHT 2EYE BLUE",0,0,18.00,18.00,0.00
"MODERN DREAM A","ACCESSORIES","MACSONIC 12/20W LED BULB",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","MACSONIC LED 3U 16W",0,0,20.00,20.00,0.00
"MODERN DREAM A","ACCESSORIES","MALE BUSH 20MM",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","MALE/FEMALE BUSH",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","MARSHALL FAN DIMMER",0,7,45.00,45.00,0.00
"MODERN DREAM A","ACCESSORIES","MASIVE CEILING LIGHT",0,18,0.00,350.00,0.00
"MODERN DREAM A","ACCESSORIES","MERCURY BULB",0,2,40.00,40.00,0.00
"MODERN DREAM A","ACCESSORIES","METAL HYLIDE 250W PHILIPS",0,0,80.00,80.00,0.00
"MODERN DREAM A","ACCESSORIES","METAL PRESS SWITCH SCHNEIDER",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","METER BOARD 12X18",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","METER BOARD 9X12",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","MINLAN PLASTIC LED TUBE",0,0,100.00,100.00,0.00
"MODERN DREAM A","ACCESSORIES","MIRROR LIGHT",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","MK 1G 2W",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","MK 2G 2WAY",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","MK 3G 32W",0,0,45.00,45.00,0.00
"MODERN DREAM A","ACCESSORIES","MK DOUBLE SOCKET",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","MK SATELITE  SOCKET",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI 12W LED BULB",0,5,2.00,2.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI 13W DOWNLIGHT SURFACE",0,0,80.00,80.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI 14W LED BULB",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI 15W LED BULB",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI 30W GL 3IN1",0,11,200.00,200.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI 30W RECESS DOWNLIGHT",0,0,0.00,200.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI 3G 2W",0,10,45.00,45.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI 4GANG",0,0,0.00,35.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI A/C",0,5,80.00,80.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI COB LED DOWNLITE 40W",0,6,250.00,250.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI E14 LED DOTTED 6W",0,0,15.00,15.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI EXIT PANEL 4W",0,0,120.00,120.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI EXIT PANEL 6W",0,0,160.00,160.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI LED 13W DOWNLIGHT SURFACE",0,0,50.00,50.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI LED BULB 9W",0,1,15.00,15.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI LED CONDUIT 10W",0,6,70.00,70.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI LED E14 DOTTED 6W",0,8,0.00,15.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI LED REMOTE RGB",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI LED REMOTE STRIPLITE 5M RGB",0,0,170.00,170.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI LED SURFACE DOWNLIGHT 30W",0,0,120.00,120.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI LED TRACK LIGHT 30W",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI MR16 ENERGY BULB",0,0,15.00,15.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI PENDING LIGHT",0,2,0.00,150.00,0.00
"MODERN DREAM A","ACCESSORIES","MODI WALL LED LIGHT 24W ROUND",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","MOSQUITO INSECK KILLER 15W",2,0,300.00,300.00,600.00
"MODERN DREAM A","ACCESSORIES","MOSQUITO INSECK KILLER 20W",0,4,800.00,800.00,0.00
"MODERN DREAM A","ACCESSORIES","MOSQUITO KILLER INSECT JAY B",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","MOSQUITO TUBE 10W",0,39,40.00,40.00,0.00
"MODERN DREAM A","ACCESSORIES","MOSQUITO TUBE 2FT 20W",0,57,40.00,40.00,0.00
"MODERN DREAM A","ACCESSORIES","MOTION SENSOR CHINT",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","MR 16 HOLDER",0,26,2.00,2.00,0.00
"MODERN DREAM A","ACCESSORIES","MR16 FIT PIERLITE",0,1,25.00,25.00,0.00
"MODERN DREAM A","ACCESSORIES","MULTI ADAPTOR  13A",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","MUSIGN A/C",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","MWDIUM EXTERIOR LED WALL LIGHT",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","NDC LED LIGHT 12W GL 3IN 1",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","NEW GAIN TALKBACK A02-DB049",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","NINO E 14 ENERGY BULB",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","OCARE  LED DIFFUSER 120W",0,1,100.00,100.00,0.00
"MODERN DREAM A","ACCESSORIES","ONION HALOGEN BULB COLOUR 25W",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","OPIMIST 12V 120W TRANSFORMER",0,-6,200.00,200.00,0.00
"MODERN DREAM A","ACCESSORIES","OPTICMIST  LED  36W/40W FRAMELES",0,13,150.00,150.00,0.00
"MODERN DREAM A","ACCESSORIES","OPTIMIST 12V 240W TRANSFOMER",0,1,300.00,300.00,0.00
"MODERN DREAM A","ACCESSORIES","OPTIMIST 12V 400W TRANSFOMER",0,5,500.00,500.00,0.00
"MODERN DREAM A","ACCESSORIES","ORBIT FAN HAVELLS",0,0,0.00,0.00,0.00
"MODERN DREAM A","ACCESSORIES","ORBIT FAN ORIENT",0,0,0.00,0.00,0.00
